id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,old_clustering,interaction_count,temp_term_score,num_tweets,term_score_distinct_tweets,final_term_score,cluster_diff
20594175,mdrohan,10,681,396,118,24,1,47.0850040843,40-49,615,3,5,2,7,7,5,2,11,4.2657456319,75.4064029197,0.013710153,0.0476190476,0.15,0,135,2.589677749226389E-4,1.5099278E-4,1.5491867E-4,257,0.486166,15,0,200,0,0,-0.336166
215501705,Matthew_Barlow,10,45051,966,765,43,43,50.6182049199,50-59,806,9,29,27,56,56,29,27,9,3.0479479886,14052.750663388,0.0724704062,0.0055194805,0.03325123,0,135,2.598383624879752E-4,7.549639E-4,7.745933E-4,99,0.37078652,92,0,201,0,0,-0.33753529
280047851,ykvmc,10,1046,67,298,1,3,25.9219558315,20-29,552,5,0,7,7,7,0,7,10,3.6226645004,0,0,0.0714285714,0.11904762,0,806,7.917997050063998E-5,0,2.5819778E-5,257,0.45705783,2,1,200,1,0.005,-0.33801021
16636799,hfxgirl,10,11889,635,335,33,70,47.3786457316,40-49,740,7,5,0,5,5,5,0,0,0,0,0.0217143112,0,0,0,60,6.0592880266960905E-5,1.5099278E-4,0,343,0.3392857,1,0,200,0,0,-0.3392857
553601544,Logigron,10,71,28,276,0,112,13.2590185118,10-19,68,3,2,4,6,6,2,4,10,3.8504672897,15.1580023646,0.0038012204,0.0333333333,0.16666667,0,135,5.883369805967391E-5,7.549639E-5,7.7459335E-5,505,0.5061538,0,0,89,0,0,-0.33948713
737364186,DontDoDinosaurs,10,660,106,325,2,283,37.7780670596,30-39,511,4,4,6,10,10,4,6,10,3.8098334011,265.3098496779,0.0068794762,0.0444444444,0.08928572,0,135,6.195904747580434E-5,1.2582731E-4,1.2909889E-4,353,0.42894736,9,0,200,0,0,-0.33966164
235783992,_ilpo_,10,17680,1269,1970,60,1022,41.1608069241,40-49,743,8,11,10,21,21,11,10,9,3.4888256806,7117.210406695,0.0257470142,0.0095238095,0.032967035,0,135,1.924543823075427E-4,3.0198556E-4,3.0983734E-4,505,0.3734007,20,0,204,0,0,-0.340433665
490776451,bmichniak,10,596,159,464,1,10,27.4637022632,20-29,514,4,6,8,14,14,6,8,10,3.3628606258,2481.5855200098,0.0270755888,0.010989011,0.041666668,0,135,9.4312442759446E-5,1.7615824E-4,1.8073844E-4,99,0.38283208,1,0,200,0,0,-0.341165412
1138077696,MightyGreen1,10,1055,152,310,0,227,44.3009304955,40-49,567,6,8,16,24,24,8,16,9,3.1068671272,2200.4835582138,0.0221797293,0.0344202899,0.125,0,135,9.127706055233843E-5,2.2648917E-4,2.32378E-4,99,0.466457,38,0,203,0,0,-0.341457
149852919,offroadartist,10,335,116,506,2,5,21.2591849544,20-29,448,4,3,13,16,16,3,13,10,3.4733848029,656.6117224826,0.0080900369,0.0083333333,0.025641026,0,135,7.595997128293864E-5,1.00661855E-4,1.0327911E-4,505,0.36742756,0,0,200,0,0,-0.341786534
1126806397,Queen8Bees,10,400,12,14,0,40,43.2110086046,40-49,592,5,8,8,16,16,8,8,10,3.3396993092,534.6857967888,0.0282257065,0.0166666667,0.08888889,0,135,7.122427108158914E-5,2.2648917E-4,2.32378E-4,99,0.43083003,55,0,205,0,0,-0.34194114
53698190,_drewski,10,42096,1021,1130,83,96,49.5750289982,40-49,770,9,19,14,33,33,19,14,10,3.4733848029,11112.0494464721,0.0410803516,0.0123106061,0.04112554,0,135,4.8289504593602956E-4,5.0330925E-4,5.1639555E-4,505,0.38309312,26,1,202,1,0.004950495,-0.34196758
415126004,Rolfe_,10,1818,84,430,0,0,29.652809524,20-29,596,6,1,3,4,4,1,3,11,4.6330759854,13.8295981852,0.0012678971,0,0,0,135,7.512028672496914E-5,5.0330927E-5,5.1639556E-5,71,0.342246,6,2,199,2,0.0100502513,-0.342246
