id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,interaction_count,knowledge_count
187214966,DaisyLouMae,10.0,3502.0,552.0,1634.0,10.0,90.0,41.74556568727271,40-49,595.0,6.0,9,42,51,51.0,9.0,42.0,7.0,2.4285233770602086,386.5528493628155,0.013206791409272044,0.1396078431372549,0.26374206,0,67,7.266583416365452E-5,5.99154E-5,6.069361E-5,220,0,0
494320156,grecoce,10.0,317.0,72.0,200.0,1.0,0.0,32.836934433729645,30-39,445.0,4.0,14,26,40,40.0,14.0,26.0,8.0,2.8079381096535485,24.147444671164713,0.015579535800420041,0.18974358974358974,0.49770114,0,67,9.147846664784123E-5,8.98731E-5,9.104041E-5,202,3,3
218671021,johnalanashton,10.0,4734.0,499.0,1098.0,17.0,23.0,56.91756351949932,50-59,678.0,7.0,67,110,177,177.0,67.0,110.0,7.0,2.4510595358224014,4908.267190744828,0.08426625383738207,0.11787365177195686,0.35006452,0,67,3.0556931635134974E-4,4.0742473E-4,4.1271653E-4,202,44,0
14485907,tamtar,10.0,7602.0,161.0,167.0,7.0,287.0,60.63212966130534,60-69,705.0,6.0,1,1,2,2.0,1.0,1.0,9.0,4.064244870501177,0.0,1.5096744273382752E-4,0.0,0.0,0,67,6.57575833059089E-5,1.198308E-5,1.2138721E-5,202,5,0
244816624,pau1234la,10.0,3883.0,245.0,503.0,3.0,402.0,42.84786609924776,40-49,682.0,6.0,13,22,35,35.0,13.0,22.0,8.0,2.8718466195761856,86.7642455436053,0.01070343821219233,0.1411764705882353,0.4402174,0,67,8.930597223655317E-5,8.388156E-5,8.497105E-5,202,24,0
276713213,s_guilbeault,10.0,6970.0,10103.0,246.0,253.0,2.0,59.911723882603766,50-59,770.0,7.0,92,13,105,105.0,92.0,13.0,8.0,2.801210898082745,815.0882040078853,0.10269651219111516,0.12435897435897436,0.19158415,0,67,6.93524414231052E-4,5.572132E-4,5.583812E-4,202,32,0
1078538047,katemcinturff,10.0,428.0,167.0,367.0,6.0,4.0,47.280782493971266,40-49,591.0,4.0,15,23,38,38.0,15.0,23.0,8.0,2.6666666666666665,354.991203845856,0.0125219828284025,0.2119487908961593,0.43850806,0,67,1.350802489225333E-4,9.586464E-5,9.710977E-5,202,31,0
888682813,2013talk,10.0,1295.0,301.0,987.0,0.0,1.0,26.96819145398254,20-29,477.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,677,4.4780486537007367E-5,0.0,0.0,385,0,0
322164578,gabaribeau,10.0,3426.0,307.0,751.0,6.0,3.0,45.33947164352288,40-49,635.0,6.0,13,33,46,46.0,13.0,33.0,7.0,2.5967036663303062,660.2978426917767,0.014132610844749179,0.11400966183574879,0.28403363,0,67,8.77446131360569E-5,8.388156E-5,8.497105E-5,220,5,1
576929601,PrairieNDP,10.0,638.0,384.0,386.0,10.0,14.0,43.130641291585356,40-49,657.0,5.0,96,97,193,193.0,96.0,97.0,7.0,2.410359905819038,3997.95953666635,0.10343955337311338,0.09671848013816926,0.28612494,0,67,4.283912129980885E-4,5.811794E-4,5.88728E-4,202,60,1
380016963,oectasudelem,10.0,687.0,80.0,58.0,2.0,1.0,33.57622120518969,30-39,524.0,4.0,4,1,5,5.0,4.0,1.0,9.0,3.4073326606121763,0.0,0.0014043340329476788,0.15,0.25,0,67,5.4307177586428385E-5,2.99577E-5,3.0346804E-5,202,4,0
615793000,markabel5,10.0,592.0,69.0,163.0,1.0,122.0,37.02396066947466,30-39,555.0,4.0,4,18,22,22.0,4.0,18.0,7.0,2.7766565758493105,114.14627081700834,0.0065318172813691785,0.14502164502164502,0.33006537,0,67,5.79067086432532E-5,2.99577E-5,3.0346804E-5,141,11,22
93675048,ValLali,10.0,3155.0,312.0,852.0,4.0,23.0,46.205299587791444,40-49,623.0,6.0,19,49,68,68.0,19.0,49.0,7.0,2.5940127817019847,46.98199758589677,0.026682787357459666,0.1861281826163301,0.544898,0,67,1.151248803676207E-4,1.198308E-4,1.2138722E-4,202,6,1
20059181,oliviachow,10.0,3120.0,26911.0,319.0,1037.0,0.0,64.87434736788185,60-69,816.0,5.0,902,44,946,946.0,902.0,44.0,8.0,2.6417759838546924,35060.49890188184,0.7031462581710312,0.03923062295155318,0.058234733,0,67,0.00436111448667347,0.0054103606,0.0053471066,202,427,5
633839714,luresaregood,10.0,927.0,81.0,134.0,0.0,5.0,25.8477509640936,20-29,590.0,5.0,13,27,40,40.0,13.0,27.0,7.0,2.6057854019508913,269.5185400549144,0.009728783721633024,0.09615384615384616,0.33475783,0,67,9.523770200756586E-5,8.388156E-5,8.497105E-5,141,5,3
952641019,rjfitz66,10.0,4560.0,1222.0,1266.0,4.0,905.0,52.62030596495171,50-59,697.0,6.0,13,13,26,26.0,13.0,13.0,7.0,2.893037336024218,161.13680360927196,0.007785615839737279,0.046153846153846156,0.37820512,0,67,1.0110028112560929E-4,8.388156E-5,8.497105E-5,141,28,2
